매장_id,품목_id,기간,창고_출고량
ST_102,IT_121,2023.12.3,0
ST_102,IT_121,2023.12.4,0
ST_102,IT_121,2023.12.5,0
ST_102,IT_122,2023.12.1,0
ST_102,IT_122,2023.12.2,0
ST_102,IT_122,2023.12.3,0
ST_102,IT_122,2023.12.4,0
ST_102,IT_122,2023.12.5,0
ST_102,IT_123,2023.12.1,200
ST_102,IT_123,2023.12.2,0
ST_102,IT_123,2023.12.3,0
ST_102,IT_123,2023.12.4,0
ST_102,IT_123,2023.12.5,0
ST_102,IT_124,2023.12.1,0
ST_102,IT_124,2023.12.2,0
ST_102,IT_124,2023.12.3,0
ST_102,IT_124,2023.12.4,0
ST_102,IT_124,2023.12.5,0
ST_102,IT_125,2023.12.1,0
ST_102,IT_125,2023.12.2,4
ST_102,IT_125,2023.12.3,0
ST_102,IT_125,2023.12.4,0
ST_102,IT_125,2023.12.5,0
ST_102,IT_126,2023.12.1,18
ST_102,IT_126,2023.12.2,0
ST_102,IT_126,2023.12.3,0
ST_102,IT_126,2023.12.4,0
ST_102,IT_126,2023.12.5,0
ST_102,IT_127,2023.12.1,3
ST_102,IT_127,2023.12.2,3
ST_102,IT_127,2023.12.3,5
ST_102,IT_127,2023.12.4,0
ST_102,IT_127,2023.12.5,0
ST_102,IT_129,2023.12.1,20
ST_102,IT_129,2023.12.2,20
ST_102,IT_129,2023.12.3,0
ST_102,IT_129,2023.12.4,0
ST_102,IT_129,2023.12.5,0
ST_102,IT_130,2023.12.1,21
ST_102,IT_130,2023.12.2,20
ST_102,IT_130,2023.12.3,17
ST_102,IT_130,2023.12.4,0
ST_102,IT_130,2023.12.5,0
ST_102,IT_132,2023.12.1,11
ST_102,IT_132,2023.12.2,10
ST_102,IT_132,2023.12.3,13
ST_102,IT_132,2023.12.4,0
ST_102,IT_132,2023.12.5,0
ST_102,IT_133,2023.12.1,19
ST_102,IT_133,2023.12.2,8
ST_102,IT_133,2023.12.3,20
ST_102,IT_133,2023.12.4,0
ST_102,IT_133,2023.12.5,0
ST_102,IT_134,2023.12.1,4
ST_102,IT_134,2023.12.2,4
ST_102,IT_134,2023.12.3,2
ST_102,IT_134,2023.12.4,0
ST_102,IT_134,2023.12.5,0
ST_102,IT_137,2023.12.1,200
ST_102,IT_137,2023.12.2,100
ST_102,IT_137,2023.12.3,0
ST_102,IT_137,2023.12.4,0
ST_102,IT_137,2023.12.5,0
ST_102,IT_138,2023.12.1,0
ST_102,IT_138,2023.12.2,0
ST_102,IT_138,2023.12.3,0
ST_102,IT_138,2023.12.4,0
ST_102,IT_138,2023.12.5,0
ST_102,IT_139,2023.12.1,4
ST_102,IT_139,2023.12.2,0
ST_102,IT_139,2023.12.3,2
ST_102,IT_139,2023.12.4,0
ST_102,IT_139,2023.12.5,0
ST_102,IT_140,2023.12.1,11
ST_102,IT_140,2023.12.2,5
ST_102,IT_140,2023.12.3,8
ST_102,IT_140,2023.12.4,0
ST_102,IT_140,2023.12.5,0
ST_102,IT_141,2023.12.1,4
ST_102,IT_141,2023.12.2,6
ST_102,IT_141,2023.12.3,7
ST_102,IT_141,2023.12.4,0
ST_102,IT_141,2023.12.5,0
ST_102,IT_142,2023.12.1,3
ST_102,IT_142,2023.12.2,3
ST_102,IT_142,2023.12.3,5
ST_102,IT_142,2023.12.4,0
ST_102,IT_142,2023.12.5,0
ST_102,IT_143,2023.12.1,1
ST_102,IT_143,2023.12.2,2
ST_102,IT_143,2023.12.3,1
ST_102,IT_143,2023.12.4,0
ST_102,IT_143,2023.12.5,0
ST_102,IT_144,2023.12.1,6
ST_102,IT_144,2023.12.2,1
ST_102,IT_144,2023.12.3,3
ST_102,IT_144,2023.12.4,0
ST_102,IT_144,2023.12.5,0
ST_102,IT_145,2023.12.1,6
ST_102,IT_145,2023.12.2,0
ST_102,IT_145,2023.12.3,6
ST_102,IT_145,2023.12.4,0
ST_102,IT_145,2023.12.5,0
ST_102,IT_146,2023.12.1,0
ST_102,IT_146,2023.12.2,1
ST_102,IT_146,2023.12.3,0
ST_102,IT_146,2023.12.4,0
ST_102,IT_146,2023.12.5,0
ST_102,IT_152,2023.12.1,5
ST_102,IT_152,2023.12.2,1
ST_102,IT_152,2023.12.3,5
ST_102,IT_152,2023.12.4,0
ST_102,IT_152,2023.12.5,0
ST_102,IT_153,2023.12.1,6
ST_102,IT_153,2023.12.2,3
ST_102,IT_153,2023.12.3,7
ST_102,IT_153,2023.12.4,0
ST_102,IT_153,2023.12.5,0
ST_102,IT_154,2023.12.1,5
ST_102,IT_154,2023.12.2,2
ST_102,IT_154,2023.12.3,2
ST_102,IT_154,2023.12.4,0
ST_102,IT_154,2023.12.5,0
ST_102,IT_155,2023.12.1,2
ST_102,IT_155,2023.12.2,0
ST_102,IT_155,2023.12.3,2
ST_102,IT_155,2023.12.4,0
ST_102,IT_155,2023.12.5,0
ST_102,IT_156,2023.12.1,3
ST_102,IT_156,2023.12.2,1
ST_102,IT_156,2023.12.3,2
ST_102,IT_156,2023.12.4,0
ST_102,IT_156,2023.12.5,0
ST_102,IT_157,2023.12.1,4
ST_102,IT_157,2023.12.2,5
ST_102,IT_157,2023.12.3,9
ST_102,IT_157,2023.12.4,0
ST_102,IT_157,2023.12.5,0
ST_102,IT_158,2023.12.1,13
ST_102,IT_158,2023.12.2,7
ST_102,IT_158,2023.12.3,14
ST_102,IT_158,2023.12.4,0
ST_102,IT_158,2023.12.5,0
ST_102,IT_159,2023.12.1,6
ST_102,IT_159,2023.12.2,4
ST_102,IT_159,2023.12.3,11
ST_102,IT_159,2023.12.4,0
ST_102,IT_159,2023.12.5,0
ST_102,IT_160,2023.12.1,7
ST_102,IT_160,2023.12.2,6
ST_102,IT_160,2023.12.3,11
ST_102,IT_160,2023.12.4,0
ST_102,IT_160,2023.12.5,0
ST_102,IT_162,2023.12.1,2
ST_102,IT_162,2023.12.2,2
ST_102,IT_162,2023.12.3,5
ST_102,IT_162,2023.12.4,0
ST_102,IT_162,2023.12.5,0
ST_102,IT_163,2023.12.1,2
ST_102,IT_163,2023.12.2,2
ST_102,IT_163,2023.12.3,3
ST_102,IT_163,2023.12.4,0
ST_102,IT_163,2023.12.5,0
ST_102,IT_164,2023.12.1,2
ST_102,IT_164,2023.12.2,2
ST_102,IT_164,2023.12.3,6
ST_102,IT_164,2023.12.4,0
ST_102,IT_164,2023.12.5,0
ST_102,IT_165,2023.12.1,64
ST_102,IT_165,2023.12.2,54
ST_102,IT_165,2023.12.3,82
ST_102,IT_165,2023.12.4,0
ST_102,IT_165,2023.12.5,0
ST_102,IT_167,2023.12.1,6
ST_102,IT_167,2023.12.2,1
ST_102,IT_167,2023.12.3,2
ST_102,IT_167,2023.12.4,0
ST_102,IT_167,2023.12.5,0
ST_102,IT_168,2023.12.1,3
ST_102,IT_168,2023.12.2,2
ST_102,IT_168,2023.12.3,0
ST_102,IT_168,2023.12.4,0
ST_102,IT_168,2023.12.5,0
ST_102,IT_169,2023.12.1,1
ST_102,IT_169,2023.12.2,1
ST_102,IT_169,2023.12.3,2
ST_102,IT_169,2023.12.4,0
ST_102,IT_169,2023.12.5,0
ST_102,IT_170,2023.12.1,2
ST_102,IT_170,2023.12.2,3
ST_102,IT_170,2023.12.3,1
ST_102,IT_170,2023.12.4,0
ST_102,IT_170,2023.12.5,0
ST_102,IT_171,2023.12.1,1
ST_102,IT_171,2023.12.2,0
ST_102,IT_171,2023.12.3,2
ST_102,IT_171,2023.12.4,0
ST_102,IT_171,2023.12.5,0
ST_102,IT_101,2024.01.1,1000
ST_102,IT_101,2024.01.2,0
ST_102,IT_101,2024.01.3,0
ST_102,IT_101,2024.01.4,0
ST_102,IT_101,2024.01.5,0
ST_102,IT_102,2024.01.1,0
ST_102,IT_102,2024.01.2,0
ST_102,IT_102,2024.01.3,2000
ST_102,IT_102,2024.01.4,0
ST_102,IT_102,2024.01.5,0
ST_102,IT_103,2024.01.1,0
ST_102,IT_103,2024.01.2,0
ST_102,IT_103,2024.01.3,2000
ST_102,IT_103,2024.01.4,0
ST_102,IT_103,2024.01.5,0
ST_102,IT_104,2024.01.1,0
ST_102,IT_104,2024.01.2,0
ST_102,IT_104,2024.01.3,0
ST_102,IT_104,2024.01.4,0
ST_102,IT_104,2024.01.5,0
ST_102,IT_105,2024.01.1,1000
ST_102,IT_105,2024.01.2,0
ST_102,IT_105,2024.01.3,0
ST_102,IT_105,2024.01.4,0
ST_102,IT_105,2024.01.5,0
ST_102,IT_106,2024.01.1,0
ST_102,IT_106,2024.01.2,0
ST_102,IT_106,2024.01.3,0
ST_102,IT_106,2024.01.4,0
ST_102,IT_106,2024.01.5,0
ST_102,IT_107,2024.01.1,1000
ST_102,IT_107,2024.01.2,0
ST_102,IT_107,2024.01.3,1000
ST_102,IT_107,2024.01.4,0
ST_102,IT_107,2024.01.5,0
ST_102,IT_108,2024.01.1,0
ST_102,IT_108,2024.01.2,0
ST_102,IT_108,2024.01.3,0
ST_102,IT_108,2024.01.4,0
ST_102,IT_108,2024.01.5,0
ST_102,IT_109,2024.01.1,0
ST_102,IT_109,2024.01.2,0
ST_102,IT_109,2024.01.3,0
ST_102,IT_109,2024.01.4,0
ST_102,IT_109,2024.01.5,0
ST_102,IT_110,2024.01.1,1000
ST_102,IT_110,2024.01.2,0
ST_102,IT_110,2024.01.3,0
ST_102,IT_110,2024.01.4,0
ST_102,IT_110,2024.01.5,0
ST_102,IT_111,2024.01.1,2000
ST_102,IT_111,2024.01.2,0
ST_102,IT_111,2024.01.3,3000
ST_102,IT_111,2024.01.4,0
ST_102,IT_111,2024.01.5,0
ST_102,IT_112,2024.01.1,1000
ST_102,IT_112,2024.01.2,0
ST_102,IT_112,2024.01.3,1500
ST_102,IT_112,2024.01.4,0
ST_102,IT_112,2024.01.5,0
ST_102,IT_113,2024.01.1,0
ST_102,IT_113,2024.01.2,0
ST_102,IT_113,2024.01.3,0
ST_102,IT_113,2024.01.4,0
ST_102,IT_113,2024.01.5,0
ST_102,IT_114,2024.01.1,0
ST_102,IT_114,2024.01.2,0
ST_102,IT_114,2024.01.3,500
ST_102,IT_114,2024.01.4,0
ST_102,IT_114,2024.01.5,0
ST_102,IT_115,2024.01.1,0
ST_102,IT_115,2024.01.2,0
ST_102,IT_115,2024.01.3,0
ST_102,IT_115,2024.01.4,0
ST_102,IT_115,2024.01.5,0
ST_102,IT_116,2024.01.1,200
ST_102,IT_116,2024.01.2,0
ST_102,IT_116,2024.01.3,0
ST_102,IT_116,2024.01.4,0
ST_102,IT_116,2024.01.5,0
ST_102,IT_117,2024.01.1,0
ST_102,IT_117,2024.01.2,0
ST_102,IT_117,2024.01.3,0
ST_102,IT_117,2024.01.4,0
ST_102,IT_117,2024.01.5,0
ST_102,IT_118,2024.01.1,0
ST_102,IT_118,2024.01.2,0
ST_102,IT_118,2024.01.3,200
ST_102,IT_118,2024.01.4,0
ST_102,IT_118,2024.01.5,0
ST_102,IT_119,2024.01.1,0
ST_102,IT_119,2024.01.2,0
ST_102,IT_119,2024.01.3,16000
ST_102,IT_119,2024.01.4,0
ST_102,IT_119,2024.01.5,0
ST_102,IT_120,2024.01.1,0
ST_102,IT_120,2024.01.2,0
ST_102,IT_120,2024.01.3,0
ST_102,IT_120,2024.01.4,0
ST_102,IT_120,2024.01.5,0
ST_102,IT_121,2024.01.1,0
ST_102,IT_121,2024.01.2,0
ST_102,IT_121,2024.01.3,0
ST_102,IT_121,2024.01.4,0
ST_102,IT_121,2024.01.5,0
ST_102,IT_122,2024.01.1,0
ST_102,IT_122,2024.01.2,0
ST_102,IT_122,2024.01.3,0
ST_102,IT_122,2024.01.4,0
ST_102,IT_122,2024.01.5,0
ST_102,IT_123,2024.01.1,0
ST_102,IT_123,2024.01.2,0
ST_102,IT_123,2024.01.3,0
ST_102,IT_123,2024.01.4,0
ST_102,IT_123,2024.01.5,0
ST_102,IT_124,2024.01.1,0
ST_102,IT_124,2024.01.2,0
ST_102,IT_124,2024.01.3,0
ST_102,IT_124,2024.01.4,0
ST_102,IT_124,2024.01.5,0
ST_102,IT_125,2024.01.1,6
ST_102,IT_125,2024.01.2,0
ST_102,IT_125,2024.01.3,0
ST_102,IT_125,2024.01.4,0
ST_102,IT_125,2024.01.5,0
ST_102,IT_126,2024.01.1,6
ST_102,IT_126,2024.01.2,0
ST_102,IT_126,2024.01.3,12
ST_102,IT_126,2024.01.4,0
ST_102,IT_126,2024.01.5,0
ST_102,IT_127,2024.01.1,3
ST_102,IT_127,2024.01.2,0
ST_102,IT_127,2024.01.3,6
ST_102,IT_127,2024.01.4,0
ST_102,IT_127,2024.01.5,0
ST_102,IT_129,2024.01.1,0
ST_102,IT_129,2024.01.2,0
ST_102,IT_129,2024.01.3,0
ST_102,IT_129,2024.01.4,0
ST_102,IT_129,2024.01.5,0
ST_102,IT_130,2024.01.1,10
ST_102,IT_130,2024.01.2,0
ST_102,IT_130,2024.01.3,8
ST_102,IT_130,2024.01.4,0
ST_102,IT_130,2024.01.5,0
ST_102,IT_132,2024.01.1,0
ST_102,IT_132,2024.01.2,0
ST_102,IT_132,2024.01.3,3
ST_102,IT_132,2024.01.4,0
ST_102,IT_132,2024.01.5,0
ST_102,IT_133,2024.01.1,10
ST_102,IT_133,2024.01.2,0
ST_102,IT_133,2024.01.3,12
ST_102,IT_133,2024.01.4,0
ST_102,IT_133,2024.01.5,0
ST_102,IT_134,2024.01.1,4
ST_102,IT_134,2024.01.2,0
ST_102,IT_134,2024.01.3,3
ST_102,IT_134,2024.01.4,0
ST_102,IT_134,2024.01.5,0
ST_102,IT_137,2024.01.1,300
ST_102,IT_137,2024.01.2,0
ST_102,IT_137,2024.01.3,400
ST_102,IT_137,2024.01.4,0
ST_102,IT_137,2024.01.5,0
ST_102,IT_138,2024.01.1,80
ST_102,IT_138,2024.01.2,0
ST_102,IT_138,2024.01.3,0
ST_102,IT_138,2024.01.4,0
ST_102,IT_138,2024.01.5,0
ST_102,IT_139,2024.01.1,0
ST_102,IT_139,2024.01.2,0
ST_102,IT_139,2024.01.3,1
ST_102,IT_139,2024.01.4,0
ST_102,IT_139,2024.01.5,0
ST_102,IT_140,2024.01.1,6
ST_102,IT_140,2024.01.2,0
ST_102,IT_140,2024.01.3,5
ST_102,IT_140,2024.01.4,0
ST_102,IT_140,2024.01.5,0
ST_102,IT_141,2024.01.1,0
ST_102,IT_141,2024.01.2,0
ST_102,IT_141,2024.01.3,10
ST_102,IT_141,2024.01.4,0
ST_102,IT_141,2024.01.5,0
ST_102,IT_142,2024.01.1,1
ST_102,IT_142,2024.01.2,0
ST_102,IT_142,2024.01.3,3
ST_102,IT_142,2024.01.4,0
ST_102,IT_142,2024.01.5,0
ST_102,IT_143,2024.01.1,1
ST_102,IT_143,2024.01.2,0
ST_102,IT_143,2024.01.3,0
ST_102,IT_143,2024.01.4,0
ST_102,IT_143,2024.01.5,0
ST_102,IT_144,2024.01.1,2
ST_102,IT_144,2024.01.2,0
ST_102,IT_144,2024.01.3,1
ST_102,IT_144,2024.01.4,0
ST_102,IT_144,2024.01.5,0
ST_102,IT_145,2024.01.1,0
ST_102,IT_145,2024.01.2,0
ST_102,IT_145,2024.01.3,3
ST_102,IT_145,2024.01.4,0
ST_102,IT_145,2024.01.5,0
ST_102,IT_146,2024.01.1,0
ST_102,IT_146,2024.01.2,0
ST_102,IT_146,2024.01.3,0
ST_102,IT_146,2024.01.4,0
ST_102,IT_146,2024.01.5,0
ST_102,IT_152,2024.01.1,1
ST_102,IT_152,2024.01.2,0
ST_102,IT_152,2024.01.3,1
ST_102,IT_152,2024.01.4,0
ST_102,IT_152,2024.01.5,0
ST_102,IT_153,2024.01.1,5
ST_102,IT_153,2024.01.2,0
ST_102,IT_153,2024.01.3,6
ST_102,IT_153,2024.01.4,0
ST_102,IT_153,2024.01.5,0
ST_102,IT_154,2024.01.1,4
ST_102,IT_154,2024.01.2,0
ST_102,IT_154,2024.01.3,1
ST_102,IT_154,2024.01.4,0
ST_102,IT_154,2024.01.5,0
ST_102,IT_155,2024.01.1,0
ST_102,IT_155,2024.01.2,0
ST_102,IT_155,2024.01.3,2
ST_102,IT_155,2024.01.4,0
ST_102,IT_155,2024.01.5,0
ST_102,IT_156,2024.01.1,1
ST_102,IT_156,2024.01.2,0
ST_102,IT_156,2024.01.3,2
ST_102,IT_156,2024.01.4,0
ST_102,IT_156,2024.01.5,0
ST_102,IT_157,2024.01.1,6
ST_102,IT_157,2024.01.2,0
ST_102,IT_157,2024.01.3,10
ST_102,IT_157,2024.01.4,0
ST_102,IT_157,2024.01.5,0
ST_102,IT_158,2024.01.1,4
ST_102,IT_158,2024.01.2,0
ST_102,IT_158,2024.01.3,5
ST_102,IT_158,2024.01.4,0
ST_102,IT_158,2024.01.5,0
ST_102,IT_159,2024.01.1,1
ST_102,IT_159,2024.01.2,0
ST_102,IT_159,2024.01.3,4
ST_102,IT_159,2024.01.4,0
ST_102,IT_159,2024.01.5,0
ST_102,IT_160,2024.01.1,0
ST_102,IT_160,2024.01.2,0
ST_102,IT_160,2024.01.3,2
ST_102,IT_160,2024.01.4,0
ST_102,IT_160,2024.01.5,0
ST_102,IT_162,2024.01.1,1
ST_102,IT_162,2024.01.2,0
ST_102,IT_162,2024.01.3,2
ST_102,IT_162,2024.01.4,0
ST_102,IT_162,2024.01.5,0
ST_102,IT_163,2024.01.1,0
ST_102,IT_163,2024.01.2,0
ST_102,IT_163,2024.01.3,1
ST_102,IT_163,2024.01.4,0
ST_102,IT_163,2024.01.5,0
ST_102,IT_164,2024.01.1,2
ST_102,IT_164,2024.01.2,0
ST_102,IT_164,2024.01.3,2
ST_102,IT_164,2024.01.4,0
ST_102,IT_164,2024.01.5,0
ST_102,IT_165,2024.01.1,62
ST_102,IT_165,2024.01.2,0
ST_102,IT_165,2024.01.3,78
ST_102,IT_165,2024.01.4,0
ST_102,IT_165,2024.01.5,0
ST_102,IT_167,2024.01.1,3
ST_102,IT_167,2024.01.2,0
ST_102,IT_167,2024.01.3,2
ST_102,IT_167,2024.01.4,0
ST_102,IT_167,2024.01.5,0
ST_102,IT_168,2024.01.1,0
ST_102,IT_168,2024.01.2,0
ST_102,IT_168,2024.01.3,5
ST_102,IT_168,2024.01.4,0
ST_102,IT_168,2024.01.5,0
ST_102,IT_169,2024.01.1,2
ST_102,IT_169,2024.01.2,0
ST_102,IT_169,2024.01.3,0
ST_102,IT_169,2024.01.4,0
ST_102,IT_169,2024.01.5,0
ST_102,IT_170,2024.01.1,0
ST_102,IT_170,2024.01.2,0
ST_102,IT_170,2024.01.3,0
ST_102,IT_170,2024.01.4,0
ST_102,IT_170,2024.01.5,0
ST_102,IT_171,2024.01.1,3
ST_102,IT_171,2024.01.2,0
ST_102,IT_171,2024.01.3,2
ST_102,IT_171,2024.01.4,0
ST_102,IT_171,2024.01.5,0
ST_102,IT_101,2024.02.1,0
ST_102,IT_101,2024.02.2,0
ST_102,IT_101,2024.02.3,0
ST_102,IT_101,2024.02.4,0
ST_102,IT_101,2024.02.5,0
ST_102,IT_102,2024.02.1,0
ST_102,IT_102,2024.02.2,3000
ST_102,IT_102,2024.02.3,3000
ST_102,IT_102,2024.02.4,0
ST_102,IT_102,2024.02.5,0
ST_102,IT_103,2024.02.1,0
ST_102,IT_103,2024.02.2,4000
ST_102,IT_103,2024.02.3,2000
ST_102,IT_103,2024.02.4,1000
ST_102,IT_103,2024.02.5,0
ST_102,IT_104,2024.02.1,0
ST_102,IT_104,2024.02.2,0
ST_102,IT_104,2024.02.3,0
ST_102,IT_104,2024.02.4,0
ST_102,IT_104,2024.02.5,0
ST_102,IT_105,2024.02.1,0
ST_102,IT_105,2024.02.2,2000
ST_102,IT_105,2024.02.3,2000
ST_102,IT_105,2024.02.4,3000
ST_102,IT_105,2024.02.5,0
ST_102,IT_106,2024.02.1,0
ST_102,IT_106,2024.02.2,0
ST_102,IT_106,2024.02.3,0
ST_102,IT_106,2024.02.4,3000
ST_102,IT_106,2024.02.5,0
ST_102,IT_107,2024.02.1,0
ST_102,IT_107,2024.02.2,0
ST_102,IT_107,2024.02.3,4000
ST_102,IT_107,2024.02.4,2000
ST_102,IT_107,2024.02.5,0
ST_102,IT_108,2024.02.1,0
ST_102,IT_108,2024.02.2,0
ST_102,IT_108,2024.02.3,1000
ST_102,IT_108,2024.02.4,1000
ST_102,IT_108,2024.02.5,0
ST_102,IT_109,2024.02.1,0
ST_102,IT_109,2024.02.2,0
ST_102,IT_109,2024.02.3,0
ST_102,IT_109,2024.02.4,1000
ST_102,IT_109,2024.02.5,0
ST_102,IT_110,2024.02.1,0
ST_102,IT_110,2024.02.2,0
ST_102,IT_110,2024.02.3,0
ST_102,IT_110,2024.02.4,0
ST_102,IT_110,2024.02.5,0
ST_102,IT_111,2024.02.1,0
ST_102,IT_111,2024.02.2,4000
ST_102,IT_111,2024.02.3,4000
ST_102,IT_111,2024.02.4,4000
ST_102,IT_111,2024.02.5,0
ST_102,IT_112,2024.02.1,0
ST_102,IT_112,2024.02.2,1000
ST_102,IT_112,2024.02.3,2000
ST_102,IT_112,2024.02.4,1500
ST_102,IT_112,2024.02.5,0
ST_102,IT_113,2024.02.1,0
ST_102,IT_113,2024.02.2,200
ST_102,IT_113,2024.02.3,400
ST_102,IT_113,2024.02.4,0
ST_102,IT_113,2024.02.5,0
ST_102,IT_114,2024.02.1,0
ST_102,IT_114,2024.02.2,500
ST_102,IT_114,2024.02.3,2500
ST_102,IT_114,2024.02.4,500
ST_102,IT_114,2024.02.5,0
ST_102,IT_115,2024.02.1,0
ST_102,IT_115,2024.02.2,0
ST_102,IT_115,2024.02.3,250
ST_102,IT_115,2024.02.4,0
ST_102,IT_115,2024.02.5,0
ST_102,IT_116,2024.02.1,0
ST_102,IT_116,2024.02.2,0
ST_102,IT_116,2024.02.3,0
ST_102,IT_116,2024.02.4,0
ST_102,IT_116,2024.02.5,0
ST_102,IT_117,2024.02.1,0
ST_102,IT_117,2024.02.2,0
ST_102,IT_117,2024.02.3,200
ST_102,IT_117,2024.02.4,0
ST_102,IT_117,2024.02.5,0
ST_102,IT_118,2024.02.1,0
ST_102,IT_118,2024.02.2,600
ST_102,IT_118,2024.02.3,200
ST_102,IT_118,2024.02.4,800
ST_102,IT_118,2024.02.5,0
ST_102,IT_119,2024.02.1,0
ST_102,IT_119,2024.02.2,0
ST_102,IT_119,2024.02.3,0
ST_102,IT_119,2024.02.4,0
ST_102,IT_119,2024.02.5,0
ST_102,IT_120,2024.02.1,0
ST_102,IT_120,2024.02.2,0
ST_102,IT_120,2024.02.3,0
ST_102,IT_120,2024.02.4,0
ST_102,IT_120,2024.02.5,0
ST_102,IT_121,2024.02.1,0
ST_102,IT_121,2024.02.2,0
ST_102,IT_121,2024.02.3,0
ST_102,IT_121,2024.02.4,0
ST_102,IT_121,2024.02.5,0
ST_102,IT_122,2024.02.1,0
ST_102,IT_122,2024.02.2,0
ST_102,IT_122,2024.02.3,0
ST_102,IT_122,2024.02.4,0
ST_102,IT_122,2024.02.5,0
ST_102,IT_123,2024.02.1,0
ST_102,IT_123,2024.02.2,0
ST_102,IT_123,2024.02.3,0
ST_102,IT_123,2024.02.4,0
ST_102,IT_123,2024.02.5,0
ST_102,IT_124,2024.02.1,0
ST_102,IT_124,2024.02.2,0
ST_102,IT_124,2024.02.3,12
ST_102,IT_124,2024.02.4,12
ST_102,IT_124,2024.02.5,0
ST_102,IT_125,2024.02.1,0
ST_102,IT_125,2024.02.2,6
ST_102,IT_125,2024.02.3,12
ST_102,IT_125,2024.02.4,0
ST_102,IT_125,2024.02.5,0
ST_102,IT_126,2024.02.1,0
ST_102,IT_126,2024.02.2,3
ST_102,IT_126,2024.02.3,0
ST_102,IT_126,2024.02.4,0
ST_102,IT_126,2024.02.5,0
ST_102,IT_127,2024.02.1,0
ST_102,IT_127,2024.02.2,4
