매장_id,품목_id,기간,매장_발주량
ST_104,IT_160,2023.12.1,0
ST_104,IT_160,2023.12.2,0
ST_104,IT_160,2023.12.3,2
ST_104,IT_160,2023.12.4,0
ST_104,IT_160,2023.12.5,0
ST_104,IT_162,2023.12.1,0
ST_104,IT_162,2023.12.2,0
ST_104,IT_162,2023.12.3,1
ST_104,IT_162,2023.12.4,0
ST_104,IT_162,2023.12.5,0
ST_104,IT_163,2023.12.1,0
ST_104,IT_163,2023.12.2,0
ST_104,IT_163,2023.12.3,0
ST_104,IT_163,2023.12.4,0
ST_104,IT_163,2023.12.5,0
ST_104,IT_164,2023.12.1,1
ST_104,IT_164,2023.12.2,0
ST_104,IT_164,2023.12.3,1
